Account ID,GSGM Key,Time,schoolCode,District ID,Unsdlea,Geoid,DistrictGeo,District,SchoolID,School,Transition,School Type,Category,Charter Type,IB Program,Chronically Failing,Greatest Gains Award,Highest Performing Award,Grade Range,Address,City,County,FIPS County Code,STATE,ZIP,Latitude,Longitude,Principal First Name,Principal Last Name,Principal,Email Address,Phone,College & Career Academy,Energy Pathway,STEM Certified,Learning Power Territory,Learning Power Coordinator,Learning Power Email,Coordinator Business Phone,Coordinator Cell Phone,Locale Code*,Locale*,Title I School*,GPC Customer,Workforce Development Region,Local Workforce Development Authority,CD Manager
S1112,6080296,Old,296608,608,330,1300330,Bartow County,Bartow County,296,Kingston Elementary School,,Elementary,Traditional,,No IB,No,No,No,PK-05,240 Hardin Bridge Rd,Kingston,"Bartow, GA",13015,GA,30145,34.213701,-84.935614,Philena,Johnson,Philena Johnson,philena.johnson@bartow.k12.ga.us,770.606.5850,No,No,No,Northwest,Viola Martinez,vmartine@southernco.com,706.370.5570,404.291.6263,41,Rural: Fringe,Yes,Yes,Northwest Georgia,Northwest Georgia,Elyse Davis
S1387,6080186,Old,186608,608,330,1300330,Bartow County,Bartow County,186,Mission Road Elementary School,,Elementary,Traditional,,No IB,No,No,No,PK-05,1100 Mission Rd SW,Cartersville,"Bartow, GA",13015,GA,30120,34.162487,-84.880583,Sherrie,Hughes,Sherrie Hughes,sherrie.hughes@bartow.k12.ga.us,770.606.5863,No,No,No,Northwest,Viola Martinez,vmartine@southernco.com,706.370.5570,404.291.6263,41,Rural: Fringe,Yes,Yes,Northwest Georgia,Northwest Georgia,Elyse Davis
S1641,6080106,Old,106608,608,330,1300330,Bartow County,Bartow County,106,Pine Log Elementary,,Elementary,Traditional,,No IB,No,No,No,PK-05,1095 Cass Pine Log Rd ,Rydal,"Bartow, GA",13015,GA,30171,34.324211,-84.758252,Lenora,Nyeste,Lenora Nyeste,lenora.nyeste@bartow.k12.ga.us,770.606.5864,No,No,No,Northwest,Viola Martinez,vmartine@southernco.com,706.370.5570,404.291.6263,42,Rural: Distant,Yes,Yes,Northwest Georgia,Northwest Georgia,Elyse Davis
S2017,6080396,Old,396608,608,330,1300330,Bartow County,Bartow County,396,Taylorsville Elementary School,,Elementary,Traditional,,No IB,No,No,No,PK-05,1502 Old Alabama Rd ,Taylorsville,"Bartow, GA",13015,GA,30178,34.10867,-84.946432,Bernadette,Dipetta,Bernadette Dipetta,bunny.dipetta@bartow.k12.ga.us,770.606.5867,No,No,No,Northwest,Viola Martinez,vmartine@southernco.com,706.370.5570,404.291.6263,41,Rural: Fringe,Yes,Yes,Northwest Georgia,Northwest Georgia,Elyse Davis
S2234,6080175,Old,175608,608,330,1300330,Bartow County,Bartow County,175,White Elementary School,,Elementary,Traditional,,No IB,No,No,No,PK-05,505 Colonel Way ,White,"Bartow, GA",13015,GA,30184,34.278567,-84.762514,Amy,Heater,Amy Heater,amy.heater@bartow.k12.ga.us,770.606.5869,No,No,No,Northwest,Viola Martinez,vmartine@southernco.com,706.370.5570,404.291.6263,41,Rural: Fringe,Yes,Yes,Northwest Georgia,Northwest Georgia,Elyse Davis
S10,6080105,Old,105608,608,330,1300330,Bartow County,Bartow County,105,Adairsville High School,,High,Traditional,,No IB,No,No,No,09-12,519 Old Highway 41 NW,Adairsville,"Bartow, GA",13015,GA,30103,34.339178,-84.917721,Bruce,Mulkey,Bruce Mulkey,bruce.mulkey@bartow.k12.ga.us,770.606.4151,No,No,No,Northwest,Viola Martinez,vmartine@southernco.com,706.370.5570,404.291.6263,41,Rural: Fringe,No,Yes,Northwest Georgia,Northwest Georgia,Elyse Davis
S131,,Old,103608,608,330,1300330,Bartow County,Bartow County,103,Bartow County College & Career Academy,,High,Charter,Start-up,No IB,No,No,No,09-12,738 Grassdale Road,Cartersville,"Bartow, GA",13016,GA,30121,34.22263,-84.81891,Paul,Sabin,Paul Sabin,paul.sabin@bartow.k12.ga.us,770.606.5182,Yes,No,No,Northwest,Viola Martinez,vmartine@southernco.com,706.370.5570,404.291.6263,41,Rural: Fringe,Yes,Yes,Northwest Georgia,Northwest Georgia,Elyse Davis
S325,6080114,Old,114608,608,330,1300330,Bartow County,Bartow County,114,Cass High School,,High,Traditional,,No IB,No,No,No,09-12,1000 Colonel Way NE,White,"Bartow, GA",13015,GA,30184,34.27845,-84.762859,Michael,Nelson,Michael Nelson,michael.nelson@bartow.k12.ga.us,770.606.5800,No,No,No,Northwest,Viola Martinez,vmartine@southernco.com,706.370.5570,404.291.6263,41,Rural: Fringe,No,Yes,Northwest Georgia,Northwest Georgia,Elyse Davis
S2276,6080198,Old,198608,608,330,1300330,Bartow County,Bartow County,198,Woodland High School,,High,Traditional,,No IB,No,No,No,09-12,800 Old Alabama Rd SE,Cartersville,"Bartow, GA",13015,GA,30120,34.121077,-84.834285,Wes,Dickey,Wes Dickey,wes.dickey@bartow.k12.ga.us,770.606.5870,No,No,No,Northwest,Viola Martinez,vmartine@southernco.com,706.370.5570,404.291.6263,41,Rural: Fringe,No,Yes,Northwest Georgia,Northwest Georgia,Elyse Davis
S11,6080301,Old,301608,608,330,1300330,Bartow County,Bartow County,301,Adairsville Middle School,,Middle,Traditional,,No IB,No,No,No,06-08,485 Old Highway 41 NW,Adairsville,"Bartow, GA",13015,GA,30103,34.334473,-84.915363,Brian,Knuchel,Tony Stanfill,tony.stanfill@bartow.k12.ga.us,770.606.5842,No,No,No,Northwest,Viola Martinez,vmartine@southernco.com,706.370.5570,404.291.6263,41,Rural: Fringe,Yes,Yes,Northwest Georgia,Northwest Georgia,Elyse Davis
S326,6080195,Old,195608,608,330,1300330,Bartow County,Bartow County,195,Cass Middle School,,Middle,Traditional,,No IB,No,No,No,06-08,195 Fire Tower Rd NW ,Cartersville,"Bartow, GA",13015,GA,30120,34.239993,-84.868971,Kristy,Arnold,Kristy Arnold,kristy.arnold@bartow.k12.ga.us,770.606.5846,No,No,No,Northwest,Viola Martinez,vmartine@southernco.com,706.370.5570,404.291.6263,41,Rural: Fringe,Yes,Yes,Northwest Georgia,Northwest Georgia,Elyse Davis
S1890,6080190,Old,190608,608,330,1300330,Bartow County,Bartow County,190,South Central Middle School,,Middle,Traditional,,No IB,No,No,No,06-08,224 Old Alabama Rd SE,Emerson,"Bartow, GA",13015,GA,30137,34.120894,-84.764978,Tia,Hawkins,Tia Windsor,tia.windsor@bartow.k12.ga.us,770.606.5865,No,No,No,Northwest,Viola Martinez,vmartine@southernco.com,706.370.5570,404.291.6263,41,Rural: Fringe,Yes,Yes,Northwest Georgia,Northwest Georgia,Elyse Davis
S2280,6080101,Old,101608,608,330,1300330,Bartow County,Bartow County,101,Woodland Middle School at Euharlee,,Middle,Traditional,,No IB,No,No,No,06-08,1061 Euharlee Rd,Euharlee,"Bartow, GA",13015,GA,30145,34.147644,-84.927102,Matt,Gibson,Michael Blankenship,michael.blankenship@bartow.k12.ga.us,770.606.5871,No,No,No,Northwest,Viola Martinez,vmartine@southernco.com,706.370.5570,404.291.6263,23,Suburb: Small,Yes,Yes,Northwest Georgia,Northwest Georgia,Elyse Davis
S151,,Old,196609,609,360,1300360,Ben Hill County,Ben Hill County,196,Ben Hill County Primary School,,Elementary,Traditional,,No IB,No,No,No,PK-02,221 Jc Hunter Rd,Fitzgerald,"Ben Hill, GA",13017,GA,31750,31.76558,-83.255743,Alexander,Tillman,Bennie Webb,bennie.webb@benhillschools.org,229.409.5592,No,No,No,South,Denise James,shjames@southernco.com,,,41,Rural: Fringe,Yes,No,Southern Georgia,Southern Georgia,Scott Purvis
S152,6090111,Old,111609,609,360,1300360,Ben Hill County,Ben Hill County,111,Ben Hill Elementary School,,Elementary,Traditional,,No IB,No,No,No,03-05,328 Lobinger Ave,Fitzgerald,"Ben Hill, GA",13017,GA,31750,31.742397,-83.259461,Tracy,McCray,Tracy McCray,mccrayt@ben-hill.k12.ga.us,229.409.5586,No,No,No,South,Denise James,shjames@southernco.com,,,33,Town: Remote,Yes,No,Southern Georgia,Southern Georgia,Scott Purvis
S716,6090291,Old,291609,609,360,1300360,Ben Hill County,Ben Hill County,291,Fitzgerald High School,,High,Traditional,,No IB,No,No,No,09-12,601 W Cypress St,Fitzgerald,"Ben Hill, GA",13017,GA,31750,31.707959,-83.261019,Dawn,Clements,Dawn Clements,clementsd@ben-hill.k12.ga.us,229.409.5530,No,No,No,South,Denise James,shjames@southernco.com,,,33,Town: Remote,Yes,No,Southern Georgia,Southern Georgia,Scott Purvis
S150,6090296,Old,296609,609,360,1300360,Ben Hill County,Ben Hill County,296,Ben Hill County Middle School,,Middle,Traditional,,No IB,No,No,No,06-08,134 Jc Hunter Rd,Fitzgerald,"Ben Hill, GA",13017,GA,31750,31.766058,-83.256905,Lisa,Stone,James Sirmans,james.sirmans@benhillschools.org,229.409.5578,No,No,No,South,Denise James,shjames@southernco.com,,,41,Rural: Fringe,Yes,No,Southern Georgia,Southern Georgia,Scott Purvis
S162,6100195,Old,195610,610,390,1300390,Berrien County,Berrien County,195,Berrien Elementary School,,Elementary,Traditional,,No IB,No,No,No,03-05,802 Middle School Cir ,Nashville,"Berrien, GA",13019,GA,31639,31.211627,-83.263079,Belinda,West,Belinda West,bwest@berrien.k12.ga.us,229.686.2939,No,No,No,South,Denise James,shjames@southernco.com,,,41,Rural: Fringe,Yes,No,Southern Georgia,Southern Georgia,Scott Purvis
S165,,Old,5050610,610,390,1300390,Berrien County,Berrien County,5050,Berrien Primary School,,Elementary,Traditional,,No IB,No,No,No,PK-02,1427 N Davis St,Nashville,"Berrien, GA",13019,GA,31639,31.217029,-83.249016,Nicole,Cornelius,Nicole Cornelius,nicole.richbourg@berrien.k12.ga.us,229.686.7438,No,No,No,South,Denise James,shjames@southernco.com,,,41,Rural: Fringe,Yes,No,Southern Georgia,Southern Georgia,Scott Purvis
S161,6100106,Old,106610,610,390,1300390,Berrien County,Berrien County,106,Berrien Academy Performance Learning Center,,High,Charter,Start-up,No IB,No,No,No,09-12,1015 Exum Rd,Nashville,"Berrien, GA",13019,GA,31639,31.286714,-83.130066,Michele,Garner,Michele Garner,michele.garner@berrien.k12.ga.us,229.686.6576,No,No,No,South,Denise James,shjames@southernco.com,,,32,Town: Distant,No,No,Southern Georgia,Southern Georgia,Scott Purvis
S163,6100101,Old,101610,610,390,1300390,Berrien County,Berrien County,101,Berrien High School,,High,Traditional,,No IB,No,No,No,09-12,500 E Smith Ave ,Nashville,"Berrien, GA",13019,GA,31639,31.219218,-83.245211,Angie,Lovein,Angie Lovein,alovein@berrien.k12.ga.us,229.686.7428,No,No,No,South,Denise James,shjames@southernco.com,,,32,Town: Distant,No,Yes,Southern Georgia,Southern Georgia,Scott Purvis
S164,6100194,Old,194610,610,390,1300390,Berrien County,Berrien County,194,Berrien Middle School,,Middle,Traditional,,No IB,No,No,No,06-08,800 Tifton Hwy,Nashville,"Berrien, GA",13019,GA,31639,31.212054,-83.261575,Margo,Mathis,Margo Mathis,margo.mathis@berrien.k12.ga.us,229.686.2021,No,No,No,South,Denise James,shjames@southernco.com,,,41,Rural: Fringe,Yes,No,Southern Georgia,Southern Georgia,Scott Purvis
S6,6110117,Old,117611,611,420,1300420,Bibb County,Bibb County,117,Academy For Classical Education,,Elementary,Charter,Start-up,No IB,No,No,No,KK-10,5665 New Forsyth Rd,Macon,"Bibb, GA",13021,GA,31210,32.938716,-83.728355,Laura,Perkins,Laura Perkins,gaperkins52@gmail.com,478.747.5310,No,No,No,Central,Bill Glisson,wlglisso@southernco.com,478.277.5241,470.585.3625,12,City: Midsize,No,Yes,Middle Georgia,Macon-Bibb,Mickey Daniell
S21,6111050,Old,1050611,611,420,1300420,Bibb County,Bibb County,1050,Alexander II Magnet School,,Elementary,Magnet School,,No IB,No,No,No,PK-05,1156 College St,Macon,"Bibb, GA",13021,GA,31201,32.832826,-83.644956,Bertha,Caldwell,Walsetta Miller,Walsetta.Miller@bcsdk12.net,478.779.2679,No,No,No,Central,Bill Glisson,wlglisso@southernco.com,478.277.5241,470.585.3625,12,City: Midsize,Yes,Yes,Middle Georgia,Macon-Bibb,Mickey Daniell
S160,6111054,Old,1054611,611,420,1300420,Bibb County,Bibb County,1054,Bernd Elementary School,,Elementary,Traditional,,No IB,No,No,No,PK-05,4160 Ocmulgee East Blvd ,Macon,"Bibb, GA",13021,GA,31217,32.81424,-83.567815,John,Thompson,John Thompson,John.Thompson@bcsdk12.net,478.779.2730,No,No,No,Central,Bill Glisson,wlglisso@southernco.com,478.277.5241,470.585.3625,41,Rural: Fringe,Yes,Yes,Middle Georgia,Macon-Bibb,Mickey Daniell
S232,6111005,Old,1005611,611,420,1300420,Bibb County,Bibb County,1005,Brookdale Elementary School,,Elementary,Traditional,,No IB,Yes,No,No,PK-05,3600 Brookdale Ave ,Macon,"Bibb, GA",13021,GA,31204,32.851935,-83.685338,Kim,Tolbert,Kim Tolbert,ktolbert.BrookdaleEl@bibb.k12.ga.us,478.779.2783,No,No,No,Central,Bill Glisson,wlglisso@southernco.com,478.277.5241,470.585.3625,12,City: Midsize,Yes,Yes,Middle Georgia,Macon-Bibb,Mickey Daniell
S248,6110109,Old,109611,611,420,1300420,Bibb County,Bibb County,109,Bruce Elementary School,,Elementary,Traditional,,No IB,Yes,No,No,PK-05,3660 Houston Ave,Macon,"Bibb, GA",13021,GA,31206,32.798561,-83.651293,Ramon,Johnson,Angela James,Angela.James@bcsdk12.net,478.779.4558,No,No,No,Central,Bill Glisson,wlglisso@southernco.com,478.277.5241,470.585.3625,12,City: Midsize,Yes,Yes,Middle Georgia,Macon-Bibb,Mickey Daniell
S263,6110104,Old,104611,611,420,1300420,Bibb County,Bibb County,104,Burdell Elementary School,,Elementary,Magnet School,,No IB,No,Yes,No,PK-05,972 Fort Hill St,Macon,"Bibb, GA",13021,GA,31217,32.853553,-83.61258,Tanya,Allen,Tanya Allen,tgallen.Burdell@bibb.k12.ga.us,478.779.2937,No,No,No,Central,Bill Glisson,wlglisso@southernco.com,478.277.5241,470.585.3625,12,City: Midsize,Yes,Yes,Middle Georgia,Macon-Bibb,Mickey Daniell
S313,6111205,Old,1205611,611,420,1300420,Bibb County,Bibb County,1205,Carter Elementary School,,Elementary,Traditional,,No IB,No,No,No,PK-05,5910 Zebulon Rd,Macon,"Bibb, GA",13021,GA,31210,32.878454,-83.757005,Latricia,Reeves,Latricia Reeves,lreeves.Carter@bibb.k12.ga.us,478.779.3350,No,No,No,Central,Bill Glisson,wlglisso@southernco.com,478.277.5241,470.585.3625,41,Rural: Fringe,Yes,Yes,Middle Georgia,Macon-Bibb,Mickey Daniell
S896,6112060,Old,2060611,611,420,1300420,Bibb County,Bibb County,2060,Hartley Elementary School,,Elementary,Traditional,,No IB,Yes,No,No,PK-05,2230 Anthony Rd,Macon,"Bibb, GA",13021,GA,31204,32.821319,-83.678934,Carmalita,Dillard,Carmalita Dillard,Carmalita.Dillard@bcsdk12.net,478.779.2500,No,No,No,Central,Bill Glisson,wlglisso@southernco.com,478.277.5241,470.585.3625,12,City: Midsize,Yes,Yes,Middle Georgia,Macon-Bibb,Mickey Daniell
S911,6113060,Old,3060611,611,420,1300420,Bibb County,Bibb County,3060,Heard Elementary School,,Elementary,Traditional,,No IB,No,No,No,PK-05,6515 Houston Rd,Macon,"Bibb, GA",13021,GA,31216,32.723259,-83.687396,Carole,Cote,Carole Cote,Carole.Cote@bcsdk12.net,478.779.4250,No,No,No,Central,Bill Glisson,wlglisso@southernco.com,478.277.5241,470.585.3625,12,City: Midsize,Yes,Yes,Middle Georgia,Macon-Bibb,Mickey Daniell
S928,6110605,Old,605611,611,420,1300420,Bibb County,Bibb County,605,Heritage Elementary School,,Elementary,Traditional,,No IB,Yes,No,No,PK-05,6050 Thomaston Rd ,Macon,"Bibb, GA",13021,GA,31220,32.845664,-83.755731,Jennifer,Sadler,Jennifer Sadler,jsadler.heritage@bibb.k12.ga.us,478.779.4715,No,No,No,Central,Bill Glisson,wlglisso@southernco.com,478.277.5241,470.585.3625,41,Rural: Fringe,Yes,Yes,Middle Georgia,Macon-Bibb,Mickey Daniell
S992,6113067,Old,3067611,611,420,1300420,Bibb County,Bibb County,3067,Ingram/Pye Elementary School,,Elementary,Traditional,,No IB,No,No,No,PK-05,1870 Pio Nono Ave,Macon,"Bibb, GA",13021,GA,31204,32.82501,-83.661495,Danielle,Howard,Danielle Howard,Danielle.Howard@bcsdk12.net,478.779.3000,No,No,No,Central,Bill Glisson,wlglisso@southernco.com,478.277.5241,470.585.3625,12,City: Midsize,Yes,Yes,Middle Georgia,Macon-Bibb,Mickey Daniell
S1152,6111305,Old,1305611,611,420,1300420,Bibb County,Bibb County,1305,Lane Elementary School,,Elementary,Traditional,,No IB,No,No,No,PK-05,990 Newport Rd ,Macon,"Bibb, GA",13021,GA,31210,32.891593,-83.694884,Georglyn,Stephens,Georglyn Stephens,lstephens.Lane@bibb.k12.ga.us,478.779.3150,No,No,No,Central,Bill Glisson,wlglisso@southernco.com,478.277.5241,470.585.3625,12,City: Midsize,Yes,Yes,Middle Georgia,Macon-Bibb,Mickey Daniell
S1304,6111306,Old,1306611,611,420,1300420,Bibb County,Bibb County,1306,Martin Luther King Jr Elementary School,,Elementary,Traditional,,No IB,Yes,No,No,PK-05,1307 Shurling Dr,Macon,"Bibb, GA",13021,GA,31211,32.858692,-83.600253,Shandra,Yarbrough,Suzan Watkins,Suzan.Watkins@bcsdk12.net,478.779.2100,No,No,No,Central,Bill Glisson,wlglisso@southernco.com,478.277.5241,470.585.3625,22,Suburb: Midsize,Yes,Yes,Middle Georgia,Macon-Bibb,Mickey Daniell
S1661,6111067,Old,1067611,611,420,1300420,Bibb County,Bibb County,1067,Porter Elementary School,,Elementary,Traditional,,No IB,No,No,No,PK-05,5802 School Rd,Macon,"Bibb, GA",13021,GA,31216,32.737095,-83.692083,Cami,Hamlin,Cami Hamlin,,478.779.4350,No,No,No,Central,Bill Glisson,wlglisso@southernco.com,478.277.5241,470.585.3625,12,City: Midsize,Yes,Yes,Middle Georgia,Macon-Bibb,Mickey Daniell
S1721,6110805,Old,805611,611,420,1300420,Bibb County,Bibb County,805,Riley Elementary School,,Elementary,Traditional,,No IB,Yes,No,No,PK-05,3522 Greenbriar Rd ,Macon,"Bibb, GA",13021,GA,31204,32.834178,-83.689822,Keela,Malone,Sonya Coley,Sonya.Coley@BCSDK12.NET,478.779.2064,No,No,No,Central,Bill Glisson,wlglisso@southernco.com,478.277.5241,470.585.3625,12,City: Midsize,Yes,Yes,Middle Georgia,Macon-Bibb,Mickey Daniell
S1777,6110405,Old,405611,611,420,1300420,Bibb County,Bibb County,405,Rosa Taylor Elementary School,,Elementary,Traditional,,No IB,No,No,No,PK-05,2976 Crestline Dr ,Macon,"Bibb, GA",13021,GA,31204,32.876284,-83.677957,Susan,Simpson,Susan Simpson,ssimpson.Taylor@bibb.k12.ga.us,478.779.3563,No,No,No,Central,Bill Glisson,wlglisso@southernco.com,478.277.5241,470.585.3625,12,City: Midsize,Yes,Yes,Middle Georgia,Macon-Bibb,Mickey Daniell
S1868,6110103,Old,103611,611,420,1300420,Bibb County,Bibb County,103,Skyview Elementary School,,Elementary,Traditional,,No IB,No,No,No,PK-05,5700 Fulton Mill Rd ,Lizella,"Bibb, GA",13021,GA,31052,32.751026,-83.757638,,, ,Sara.Carlson@bcsdk12.old,478.779.3956,No,No,No,Central,Bill Glisson,wlglisso@southernco.com,478.277.5241,470.585.3625,41,Rural: Fringe,Yes,Yes,Middle Georgia,Macon-Bibb,Mickey Daniell
S1913,6111307,Old,1307611,611,420,1300420,Bibb County,Bibb County,1307,Southfield Elementary School,,Elementary,Traditional,,No IB,Yes,No,No,PK-05,4375 Bloomfield Drive Ext,Macon,"Bibb, GA",13021,GA,31206,32.796736,-83.688028,Janice,Sharpe,Janice Sharpe,Janice.Sharpe@bcsdk12.net,478.779.4800,No,No,No,Central,Bill Glisson,wlglisso@southernco.com,478.277.5241,470.585.3625,41,Rural: Fringe,Yes,Yes,Middle Georgia,Macon-Bibb,Mickey Daniell
S1932,6111105,Old,1105611,611,420,1300420,Bibb County,Bibb County,1105,Springdale Elementary School,,Elementary,Traditional,,No IB,No,Yes,No,PK-05,4965 Northside Dr,Macon,"Bibb, GA",13021,GA,31210,32.90498,-83.719733,Donna,Jackson,Constance Massey-Winds,Constance.MasseyWind@bcsdk12.net,478.779.3750,No,No,No,Central,Bill Glisson,wlglisso@southernco.com,478.277.5241,470.585.3625,12,City: Midsize,No,Yes,Middle Georgia,Macon-Bibb,Mickey Daniell
S2105,6110705,Old,705611,611,420,1300420,Bibb County,Bibb County,705,Union Elementary School,,Elementary,Traditional,,No IB,Yes,No,No,PK-05,4831 Mamie Carter Dr ,Macon,"Bibb, GA",13021,GA,31210,32.835612,-83.723618,Emanuel,Frazier,Emanuel Frazier,efrazier.Union@bibb.k12.ga.us,478.773.2629,No,No,No,Central,Bill Glisson,wlglisso@southernco.com,478.277.5241,470.585.3625,12,City: Midsize,Yes,Yes,Middle Georgia,Macon-Bibb,Mickey Daniell
S2126,,Old,1309611,611,420,1300420,Bibb County,Bibb County,1309,Veterans Elementary School,,Elementary,Traditional,,No IB,No,No,No,PK-05,4901 Faubus Avenue,Macon,"Bibb, GA",13021,GA,31204,32.813616,-83.715033,Cleveland,Johnson,Cleveland Johnson,,478.779.4800,No,No,No,Central,Bill Glisson,wlglisso@southernco.com,478.277.5241,470.585.3625,12,City: Midsize,Yes,Yes,Middle Georgia,Macon-Bibb,Mickey Daniell
S2137,6110203,Old,203611,611,420,1300420,Bibb County,Bibb County,203,Vineville Academy,,Elementary,Magnet Program,,No IB,No,No,No,PK-05,2260 Vineville Ave ,Macon,"Bibb, GA",13021,GA,31204,32.844683,-83.655652,Kristy,Graham,Kristy Graham,kgraham.VINEACAD@bibb.k12.ga.us,478.779.3226,No,No,No,Central,Bill Glisson,wlglisso@southernco.com,478.277.5241,470.585.3625,12,City: Midsize,Yes,Yes,Middle Georgia,Macon-Bibb,Mickey Daniell
S2258,6110383,Old,383611,611,420,1300420,Bibb County,Bibb County,383,Williams Elementary School,,Elementary,Traditional,,No IB,No,No,No,PK-05,325 Pursley St ,Macon,"Bibb, GA",13021,GA,31201,32.845161,-83.64654,Shandrina,Griffin-Stewart,Shandrina Griffin-Stewart,sgriffin-stewart.Williams@bibb.k12.ga.us,478.779.3660,Yes,No,No,Central,Bill Glisson,wlglisso@southernco.com,478.277.5241,470.585.3625,12,City: Midsize,Yes,Yes,Middle Georgia,Macon-Bibb,Mickey Daniell
S347,6110186,Old,186611,611,420,1300420,Bibb County,Bibb County,186,Central High School,,High,Magnet Program,,IB,No,No,No,09-12,2155 Napier Ave ,Macon,"Bibb, GA",13021,GA,31204,32.835946,-83.655741,Emanuel,Frazier,Emanuel Frazier,Emanuel.Frazier@bcsdk12.net,478.779.2292,No,No,No,Central,Bill Glisson,wlglisso@southernco.com,478.277.5241,470.585.3625,12,City: Midsize,Yes,Yes,Middle Georgia,Macon-Bibb,Mickey Daniell
S785,7991894,Old,18947991894,7991894,420,1300420,Bibb County,State Schools- Georgia Academy for the Blind,1894,Georgia Academy for the Blind,,High,Special Education,,No IB,No,No,No,01-12,2895 Vineville Ave ,Macon,"Bibb, GA",13021,GA,31204,32.84787,-83.668785,Cindy,Gibson,Cindy Gibson,cgibson@doe.k12.ga.us,478.751.6083,No,No,No,Central,Bill Glisson,wlglisso@southernco.com,478.277.5241,470.585.3625,12,City: Midsize,Yes,Yes,Middle Georgia,Macon-Bibb,Mickey Daniell
S972,6110105,Old,105611,611,420,1300420,Bibb County,Bibb County,105,Howard High School,,High,Traditional,,No IB,No,No,No,09-12,6400 Forsyth Rd ,Macon,"Bibb, GA",13021,GA,31210,32.90127,-83.769678,Shannon,Norfleet,Shannon Norfleet,Shannon.Norfleet@bcsdk12.net,478.779.7852,No,No,No,Central,Bill Glisson,wlglisso@southernco.com,478.277.5241,470.585.3625,41,Rural: Fringe,Yes,Yes,Middle Georgia,Macon-Bibb,Mickey Daniell
S1138,6110407,Old,407611,611,420,1300420,Bibb County,Bibb County,407,LakeBridge Behavioral Health System,,High,Traditional,,No IB,No,No,No,03-12,3500 Riverside Dr,Macon,"Bibb, GA",13021,GA,31210,32.895387,-83.68287,Lincoln,Lawrence,Lincoln Lawrence,,478.477.3289,No,No,No,Central,Bill Glisson,wlglisso@southernco.com,478.277.5241,470.585.3625,12,City: Midsize,Yes,Yes,Middle Georgia,Macon-Bibb,Mickey Daniell
S1274,8910598,Old,598891,891,420,1300420,Bibb County,Department of Juvenile Justice,598,Macon Youth Development Campus,,High,Traditional,,No IB,No,No,No,07-12,4160 Riggins Mill Rd,Macon,"Bibb, GA",13021,GA,31217,32.787741,-83.513608,Magaret,Giammetta,Magaret Giammetta,,478.751.3432,No,No,No,Central,Bill Glisson,wlglisso@southernco.com,478.277.5241,470.585.3625,12,City: Midsize,Yes,No,Middle Georgia,Macon-Bibb,Mickey Daniell
S1523,6110286,Old,286611,611,420,1300420,Bibb County,Bibb County,286,Northeast High School,,High,Traditional,,No IB,No,No,No,09-12,1646 Upper River Rd ,Macon,"Bibb, GA",13021,GA,31211,32.866518,-83.62131,Steven,Jones,Steven Jones,Steven.Jones@bcsdk12.net,478.779.4157,No,No,No,Central,Bill Glisson,wlglisso@southernco.com,478.277.5241,470.585.3625,12,City: Midsize,Yes,Yes,Middle Georgia,Macon-Bibb,Mickey Daniell
S1792,6110204,Old,204611,611,420,1300420,Bibb County,Bibb County,204,Rutland High School,,High,Traditional,,No IB,No,No,No,09-12,6250 Skipper Rd ,Macon,"Bibb, GA",13021,GA,31216,32.736142,-83.715852,Kent,Sparks,Kent Sparks,Kent.Sparks@bcsdk12.net,478.779.3041,No,No,No,Central,Bill Glisson,wlglisso@southernco.com,478.277.5241,470.585.3625,12,City: Midsize,Yes,Yes,Middle Georgia,Macon-Bibb,Mickey Daniell
S1920,6110386,Old,386611,611,420,1300420,Bibb County,Bibb County,386,Southwest High School,,High,Magnet School,,No IB,Yes,No,No,09-12,1775 Williamson Rd,Macon,"Bibb, GA",13021,GA,31206,32.807657,-83.674613,Dexter,Martin,Dexter Martin,Dexter.Martin@bcsdk12.net,478.779.4459,No,No,No,Central,Bill Glisson,wlglisso@southernco.com,478.277.5241,470.585.3625,12,City: Midsize,Yes,Yes,Middle Georgia,Macon-Bibb,Mickey Daniell
S2218,6110198,Old,198611,611,420,1300420,Bibb County,Bibb County,198,Westside High School,,High,Magnet School,,No IB,No,No,No,09-12,2851 Heath Rd ,Macon,"Bibb, GA",13021,GA,31206,32.815703,-83.745478,,, ,jdaniely.Westside@bcsdk12.old,478.779.3800,No,No,No,Central,Bill Glisson,wlglisso@southernco.com,478.277.5241,470.585.3625,12,City: Midsize,Yes,Yes,Middle Georgia,Macon-Bibb,Mickey Daniell
S2257,6110303,Old,1311611,611,420,1300420,Bibb County,Bibb County,1311,William S. Hutchings Career Center,,High,Charter,Conversion,No IB,No,No,No,09-12,2004 Riverside Dr,Macon,"Bibb, GA",13022,GA,31204,32.857476,-83.643301,Cassandra,Washington,Cassandra Washington,,478.779.4800,Yes,No,No,Central,Bill Glisson,wlglisso@southernco.com,478.277.5241,470.585.3625,12,City: Midsize,Yes,Yes,Middle Georgia,Macon-Bibb,Mickey Daniell
S54,6115050,Old,5050611,611,420,1300420,Bibb County,Bibb County,5050,Appling Middle School,,Middle,Traditional,,No IB,Yes,No,No,06-08,1210 Shurling Dr ,Macon,"Bibb, GA",13021,GA,31211,32.861437,-83.602274,Christopher,Ridley,Christopher Ridley,Christopher.Ridley@bcsdk12.net,478.779.2200,No,No,No,Central,Bill Glisson,wlglisso@southernco.com,478.277.5241,470.585.3625,12,City: Midsize,Yes,Yes,Middle Georgia,Macon-Bibb,Mickey Daniell
